ID,COU,RES,SITE,SITE_ID,PLOT,Site,Date,Microsite,ID_Microsite,diameter_1(cm),diameter_2(cm),canopy area (cm2),Number of replicate,Quadrat,Species within quadrat,Cover (%),Number of individuals
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Ruschia_spinosa,56,50,8796.48,21,,Trichodiadema_cf setuliferum,2,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Ruschia_spinosa,56,50,8796.48,21,,Pentzia_incana,25,3
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,21,,Pentzia_incana,15,3
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,21,,Aristida_congesta,3,2
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,21,,Enneapogon_scaber,5,2
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,21,,Tribulus_terrestris,2,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Ruschia_spinosa,46,32,4624.4352,22,,Enneapogon_scaber,5,4
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Ruschia_spinosa,46,32,4624.4352,22,,Aristida_congesta,3,2
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,22,,Ruschia_spinosa,2,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Ruschia_spinosa,50,46,7225.68,23,,Pentzia_incana,5,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Ruschia_spinosa,50,46,7225.68,23,,Lycium_cinereum,15,3
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Ruschia_spinosa,50,46,7225.68,23,,Aristida_congesta,3,2
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,23,,Hermannia_cuneifolia_var._cuneifolia,15,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,23,,Pentzia_incana,15,3
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,23,,Aristida_congesta,5,6
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,23,,Trichodiadema_sp1,1,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,23,,Enneapogon_scaber,5,6
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Ruschia_spinosa,20,16,1005.312,24,,Aristida_congesta,20,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,24,,Aristida_congesta,25,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Ruschia_spinosa,40,33,4146.912,25,,Aristida_congesta,2,2
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,25,,Pentzia_incana,7,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,25,,Enneapogon_scaber,2,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,29,27,2459.8728,26,,Trichodiadema_sp1,10,3
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,29,27,2459.8728,26,,Euphorbia_ferox,5,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,29,27,2459.8728,26,,Aristida_congesta,15,4
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,29,27,2459.8728,26,,Monsonia_crassicaule,15,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,29,27,2459.8728,26,,Drosanthemum_praecultum,5,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,26,,Aristida_congesta,10,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,26,,Enneapogon_scaber,2,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,31,19,1850.4024,27,,Drosanthemum_praecultum,20,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,31,19,1850.4024,27,,Aristida_congesta,1,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,27,,Aristida_congesta,10,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,27,,Enneapogon_scaber,5,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,50,29,4555.32,28,,Euphorbia_ferox,15,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,50,29,4555.32,28,,Ruschia_spinosa,10,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,50,29,4555.32,28,,Monsonia_crassicaule,5,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,28,,Ruschia_spinosa,5,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,35,28,3078.768,29,,Drosanthemum_lique,15,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,29,,,,
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,44,40,5529.216,30,,Aristida_congesta,2,2
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,44,40,5529.216,30,,Drosanthemum_lique,10,3
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,30,,Ruschia_spinosa,30,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,38,24,2865.1392,31,,Ruschia_spinosa,25,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,38,24,2865.1392,31,,Aristida_congesta,10,3
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,38,24,2865.1392,31,,Enneapogon_scaber,5,3
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,31,,Ruschia_spinosa,10,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,27,19,1611.6408,32,,Aristida_congesta,5,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,32,,Aristida_congesta,15,2
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,40,38,4775.232,33,,Trichodiadema_cf setuliferum,2,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,40,38,4775.232,33,,Aristida_congesta,5,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,33,,,,
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,22,20,1382.304,34,,Aristida_congesta,10,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,34,,Helichrysum_zeyheri,30,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,46,44,6358.5984,35,,Aristida_congesta,10,3
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,35,,Ruschia_spinosa,20,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,23,21,1517.3928,36,,Euphorbia_ferox,7,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,23,21,1517.3928,36,,Senecio_radicans,10,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,36,,Enneapogon_scaber,7,3
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,55,40,6911.52,37,,Ruschia_spinosa,20,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,55,40,6911.52,37,,Aristida_congesta,5,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,37,,Lycium_cinereum,30,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,37,,Enneapogon_scaber,5,5
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,37,,Aristida_congesta,1,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,19,18,1074.4272,38,,Aristida_congesta,20,2
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,38,,Enneapogon_scaber,5,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,38,35,4178.328,39,,Aristida_congesta,10,4
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,39,,Monsonia_crassicaule,40,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,39,,Ruschia_spinosa,15,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,39,,Crassula_corallina,5,2
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,25,23,1806.42,40,,Trichodiadema_sp1,5,2
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,40,,,,
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,36,32,3619.1232,41,,Enneapogon_scaber,5,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,41,,Enneapogon_scaber,10,4
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,37,29,3370.9368,42,,Aristida_congesta,15,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,37,29,3370.9368,42,,Bulb_sp1,1,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,42,,Monsonia_crassicaule,20,1
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,18,13,735.1344,43,,,,
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,1,Bare,,,,43,,,,
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,40,37,4649.568,44,,Asparagus_mucronatus,45,3
250,South Africa,"Le Roux, Peter",Wheatlands,78,1,Plot 1 Wheatlands_high_intensity_grazing,2017/06/27,2,Pentzia_incana,40,37,4649.568,44,,Aristida_congesta,10,3
