ID,COU,RES,SITE,SITE_ID,PLOT,Site,Date,Microsite,ID_Microsite,diameter_1(cm),diameter_2(cm),height (cm),canopy area (cm2),Number of replicate,Quadrat,Species within quadrat,Cover (%),Nd individuals,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,100,100,80,31416,4,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,100,90,160,28274.4,4,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,100,90,160,28274.4,4,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Macrochloa tenacissima,100,80,85,25132.8,4,,Anthyllis cytisoides,5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Macrochloa tenacissima,100,80,85,25132.8,4,,Phagnalon sp.,1,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,100,80,85,25132.8,4,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Macrochloa tenacissima,110,110,85,38013.36,5,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,110,110,85,38013.36,5,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,155,120,120,58433.76,5,,Phagnalon sp.,2,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,155,120,120,58433.76,5,,Artemisia herba-alba,10,3,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,155,120,120,58433.76,5,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Anthyllis cytisoides ,105,110,75,36285.48,5,,Artemisia herba-alba,2,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Anthyllis cytisoides ,105,110,75,36285.48,5,,Thymus zygis,5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,105,110,75,36285.48,5,,Thymus zygis,2.5,2,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Macrochloa tenacissima,105,110,80,36285.48,6,,Artemisia herba-alba,0.1,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,105,110,80,36285.48,6,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,145,100,110,45553.2,6,,Phagnalon sp.,5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,145,100,110,45553.2,6,,Artemisia herba-alba,7.5,2,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,145,100,110,45553.2,6,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Anthyllis cytisoides ,55,50,70,8639.4,6,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,55,50,70,8639.4,6,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,125,100,85,39270,7,,Artemisia herba-alba,5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,125,100,85,39270,7,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Anthyllis cytisoides ,60,80,55,15079.68,7,,Retama sphaerocarpa,1,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,60,80,55,15079.68,7,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Macrochloa tenacissima,60,65,60,12252.24,7,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,60,65,60,12252.24,7,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,120,150,130,56548.8,8,,Launaea arborescens,2.5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,120,150,130,56548.8,8,,Artemisia herba-alba,0.5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,120,150,130,56548.8,8,,Thymus zygis,0.5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,120,150,130,56548.8,8,,Artemisia herba-alba,2.5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,120,150,130,56548.8,8,,Launaea arborescens,2.5,2,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Anthyllis cytisoides ,120,110,90,41469.12,8,,Launaea arborescens,2.5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Anthyllis cytisoides ,120,110,90,41469.12,8,,Retama sphaerocarpa,1,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,120,110,90,41469.12,8,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Macrochloa tenacissima,95,70,70,20891.64,8,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,95,70,70,20891.64,8,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,105,130,140,42882.84,9,,Phagnalon sp.,1,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,105,130,140,42882.84,9,,Thymus mastichina,2,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,105,130,140,42882.84,9,,Thymus mastichina,5.5,5,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,105,130,140,42882.84,9,,Thymus zygis,0.5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,105,130,140,42882.84,9,,Artemisia herba-alba,2,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Macrochloa tenacissima,140,130,90,57177.12,9,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,140,130,90,57177.12,9,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Anthyllis cytisoides ,60,60,50,11309.76,9,,Anthyllis cytisoides,0.1,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,60,60,50,11309.76,9,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Anthyllis cytisoides ,115,110,90,39741.24,10,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,115,110,90,39741.24,10,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,110,120,150,41469.12,10,,Artemisia herba-alba,2,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,110,120,150,41469.12,10,,Thymus zygis,0.5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,110,120,150,41469.12,10,,Thymus mastichina,1.5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,110,120,150,41469.12,10,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Macrochloa tenacissima,140,120,100,52778.88,10,,Thymus mastichina,0.5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,140,120,100,52778.88,10,,Thymus mastichina,1,4,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,140,120,100,52778.88,10,,Anthyllis cytisoides,0.5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Anthyllis cytisoides ,100,90,60,28274.4,11,,Phagnalon sp.,5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,100,90,60,28274.4,11,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Macrochloa tenacissima,70,60,60,13194.72,11,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,70,60,60,13194.72,11,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,140,140,135,61575.36,11,,Anthyllis cytisoides,20,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,140,140,135,61575.36,11,,Thymus mastichina,0.25,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,140,140,135,61575.36,11,,Thymus zygis,0.25,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,140,140,135,61575.36,11,,Artemisia herba-alba,2,2,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Macrochloa tenacissima,130,110,20,44924.88,12,,Launaea arborescens,5,3,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,130,110,20,44924.88,12,,Anthyllis cytisoides,1.5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Anthyllis cytisoides ,65,65,60,13273.26,12,,Atriplex sp.,0.5,2,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,65,65,60,13273.26,12,,Artemisia herba-alba,0.1,2,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,65,65,60,13273.26,12,,Atriplex sp.,0.3,2,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,130,140,120,57177.12,12,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,130,140,120,57177.12,12,,Artemisia herba-alba,0.05,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Anthyllis cytisoides ,50,130,45,20420.4,13,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,50,130,45,20420.4,13,,Thymus mastichina,1.5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,100,90,100,28274.4,13,,Artemisia herba-alba,0.1,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,100,90,100,28274.4,13,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Macrochloa tenacissima,100,110,85,34557.6,13,,Launaea arborescens,5,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,100,110,85,34557.6,13,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,110,90,130,31101.84,14,,Launaea arborescens,10,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,110,90,130,31101.84,14,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Macrochloa tenacissima,120,140,60,52778.88,14,,Launaea arborescens,2,3,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,120,140,60,52778.88,14,,Launaea arborescens,2,2,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Anthyllis cytisoides ,80,70,70,17592.96,14,,Thymus zygis,10,1,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,80,70,70,17592.96,14,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Macrochloa tenacissima,100,90,70,28274.4,15,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,100,90,70,28274.4,15,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Retama sphaerocarpa,110,110,130,38013.36,15,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,110,110,130,38013.36,15,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,2,Anthyllis cytisoides ,50,45,40,7068.6,15,,-,0,0,
297,Spain,"Rey, Pedro",Verdelecho,91,1,Gergal_WP,2017/04/24,1,Bare soil,50,45,40,7068.6,15,,-,0,0,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Anthyllis cytisoides,130,140,80,57177.12,1,,Artemisia herba-alba,0.05,1,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,130,140,80,57177.12,1,,Anthyllis cytisoides,0.05,2,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Retama sphaerocarpa,120,150,140,56548.8,1,,Anthyllis cytisoides,20,1,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Retama sphaerocarpa,120,150,140,56548.8,1,,Artemisia herba-alba,0.05,2,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,120,150,140,56548.8,1,,Artemisia herba-alba,0.05,5,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,120,150,140,56548.8,1,,Anthyllis cytisoides,0.01,1,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Macrochloa tenacissima,100,130,85,40840.8,1,,-,0,0,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,100,130,85,40840.8,1,,Artemisia herba-alba,0.05,1,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Retama sphaerocarpa,110,95,130,32829.72,2,,Artemisia herba-alba,0.5,15,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,110,95,130,32829.72,2,,Artemisia herba-alba,1.5,22,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,110,95,130,32829.72,2,,Anthyllis cytisoides,0.01,1,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Macrochloa tenacissima,100,110,80,34557.6,2,,Artemisia herba-alba,0.1,12,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,100,110,80,34557.6,2,,Artemisia herba-alba,1,39,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,100,110,80,34557.6,2,,Anthyllis cytisoides,0.01,1,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Anthyllis cytisoides,100,110,60,34557.6,2,,Artemisia herba-alba,1,15,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Anthyllis cytisoides,100,110,60,34557.6,2,,Anthyllis cytisoides,0.5,4,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,100,110,60,34557.6,2,,Artemisia herba-alba,10,10,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,100,110,60,34557.6,2,,Anthyllis cytisoides,10,1,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Macrochloa tenacissima,80,70,70,17592.96,3,,Artemisia herba-alba,0.05,4,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,80,70,70,17592.96,3,,Artemisia herba-alba,0.01,1,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Anthyllis cytisoides,95,90,60,26860.68,3,,Artemisia herba-alba,0.02,2,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,95,90,60,26860.68,3,,Artemisia herba-alba,0.25,3,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Retama sphaerocarpa,100,110,85,34557.6,3,,Artemisia herba-alba,0.01,2,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,100,110,85,34557.6,3,,Artemisia herba-alba,0.25,9,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Macrochloa tenacissima,100,100,75,31416,4,,Artemisia herba-alba,0.01,2,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,100,100,75,31416,4,,Artemisia herba-alba,0.01,2,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Retama sphaerocarpa,160,160,110,80424.96,4,,Artemisia herba-alba,0.01,4,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Retama sphaerocarpa,160,160,110,80424.96,4,,Launaea arborescens,1,1,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,160,160,110,80424.96,4,,Artemisia herba-alba,0.5,8,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Anthyllis cytisoides,80,80,45,20106.24,4,,Artemisia herba-alba,0.01,4,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,80,80,45,20106.24,4,,Artemisia herba-alba,0.5,16,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,80,80,45,20106.24,4,,Anthyllis cytisoides,0.1,3,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Retama sphaerocarpa,120,110,130,41469.12,5,,Launaea arborescens,25,1,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Retama sphaerocarpa,120,110,130,41469.12,5,,Phagnalon sp.,15,3,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,120,110,130,41469.12,5,,-,0,0,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Macrochloa tenacissima,130,130,85,53093.04,5,,Artemisia herba-alba,2,19,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Macrochloa tenacissima,130,130,85,53093.04,5,,Launaea arborescens,25,2,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,130,130,85,53093.04,5,,Artemisia herba-alba,0.01,3,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Anthyllis cytisoides,85,80,50,21362.88,5,,Artemisia herba-alba,1,28,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,85,80,50,21362.88,5,,Artemisia herba-alba,0.5,15,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Anthyllis cytisoides,100,90,80,28274.4,6,,Artemisia herba-alba,20,16,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Anthyllis cytisoides,100,90,80,28274.4,6,,Anthyllis cytisoides,0.1,2,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,100,90,80,28274.4,6,,Artemisia herba-alba,0.5,8,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Macrochloa tenacissima,110,100,80,34557.6,6,,Artemisia herba-alba,0.25,20,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,110,100,80,34557.6,6,,Artemisia herba-alba,2.5,35,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Retama sphaerocarpa,120,90,140,33929.28,6,,Artemisia herba-alba,10,108,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Retama sphaerocarpa,120,90,140,33929.28,6,,Macrochloa tenacissima,25,1,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,120,90,140,33929.28,6,,Artemisia herba-alba,3,130,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Anthyllis cytisoides,80,90,50,22619.52,7,,Artemisia herba-alba,0.01,2,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Anthyllis cytisoides,80,90,50,22619.52,7,,Anthyllis cytisoides,0.01,1,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,80,90,50,22619.52,7,,Artemisia herba-alba,0.01,2,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Macrochloa tenacissima,80,70,50,17592.96,7,,Artemisia herba-alba,0.01,2,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,80,70,50,17592.96,7,,-,0,0,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Retama sphaerocarpa,90,90,130,25446.96,7,,Artemisia herba-alba,0.01,2,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,1,Bare soil,90,90,130,25446.96,7,,Artemisia herba-alba,0.01,2,
298,Spain,"Rey, Pedro",Verdelecho,91,2,Gergal_PO2,2017/05/03,2,Retama sphaerocarpa,110,70,190,24190.32,8,,-,0,0,
