"ID";"COU";"RES";"SITE";"SITE_ID";"PLOT";"Date";"Microsite";"ID_Microsite";"diameter_1.cm.";"diameter_2.cm.";"height.cm.";"canopy.area..cm2.";"Number.of.replicate";"Quadrat";"Species.within.quadrat";"Cover";"Number.of.individuals";"microsite_rep";"GRAZ";"ARIDITY.v3"
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";50;34;10;5340,72;4;"1";"Stipa barbata";2;3;"84-1-Thymus zygis-4";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";50;34;10;5340,72;4;"1";"Plantago albicans";1;1;"84-1-Thymus zygis-4";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;4;"1";"Plantago albicans";2;3;"84-1-Bare-4";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;4;"1";"Helianthemum asperum";1;1;"84-1-Bare-4";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";50;36;10;5654,88;5;"1";"Helianthemum hirtum";1;1;"84-1-Thymus zygis-5";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";50;36;10;5654,88;5;"1";"Linum suffruticosum";1;2;"84-1-Thymus zygis-5";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";50;36;10;5654,88;5;"1";"Stipa barbata";1;2;"84-1-Thymus zygis-5";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;5;"1";"Matthiola fruticulosa";2,5;3;"84-1-Bare-5";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;5;"1";"Plantago albicans";11;10;"84-1-Bare-5";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;5;"1";"Linum suffruticosum";1;1;"84-1-Bare-5";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;5;"1";"Stipa barbata";3;5;"84-1-Bare-5";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";50;36;6,5;5654,88;6;"1";"Matthiola fruticulosa";3;4;"84-1-Thymus zygis-6";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";50;36;6,5;5654,88;6;"1";"Astragalus incanus";6;2;"84-1-Thymus zygis-6";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;6;"1";"Helianthemum hirtum";1;1;"84-1-Bare-6";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;6;"1";"Plantago albicans";1;1;"84-1-Bare-6";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;6;"1";"Helianthemum squamatum";3;1;"84-1-Bare-6";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;6;"1";"Stipa barbata";1;2;"84-1-Bare-6";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;6;"1";"Matthiola fruticulosa";1;1;"84-1-Bare-6";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";50;43;15;6754,44;7;"1";"Stipa barbata";18;8;"84-1-Thymus zygis-7";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;7;"1";"Helianthemum squamatum";1;1;"84-1-Bare-7";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;7;"1";"Stipa barbata";13;17;"84-1-Bare-7";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;7;"1";"Matthiola fruticulosa";1;1;"84-1-Bare-7";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;7;"1";"Plantago albicans";2,2;3;"84-1-Bare-7";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;7;"1";"Linum suffruticosum";1;1;"84-1-Bare-7";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;7;"1";"Helianthemum hirtum";1;2;"84-1-Bare-7";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;7;"1";"Helianthemum asperum";1;1;"84-1-Bare-7";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";30;28;13;2638,944;8;"1";"Matthiola fruticulosa";4;2;"84-1-Thymus zygis-8";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";30;28;13;2638,944;8;"1";"Stipa barbata";8;4;"84-1-Thymus zygis-8";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";30;28;13;2638,944;8;"1";"Plantago albicans";6;3;"84-1-Thymus zygis-8";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";30;28;13;2638,944;8;"1";"Helianthemum hirtum";1;1;"84-1-Thymus zygis-8";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;8;"1";"Linum suffruticosum";1;3;"84-1-Bare-8";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;8;"1";"Helianthemum hirtum";1;1;"84-1-Bare-8";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;8;"1";"Plantago albicans";6;5;"84-1-Bare-8";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;8;"1";"Stipa barbata";10;4;"84-1-Bare-8";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;8;"1";"Matthiola fruticulosa";2;3;"84-1-Bare-8";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";44;44;12;6082,1376;9;"1";"Plantago albicans";2,5;3;"84-1-Thymus zygis-9";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;9;"1";"Plantago albicans";2,5;4;"84-1-Bare-9";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;9;"1";"Teucrium gnaphalodes";1;2;"84-1-Bare-9";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;9;"1";"Linum suffruticosum";1;4;"84-1-Bare-9";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";36;25;8;2827,44;10;"1";"Stipa barbata";10;4;"84-1-Thymus zygis-10";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";36;25;8;2827,44;10;"1";"Teucrium gnaphalodes";2,5;2;"84-1-Thymus zygis-10";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";36;25;8;2827,44;10;"1";"Astragalus incanus";5;1;"84-1-Thymus zygis-10";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";36;25;8;2827,44;10;"1";"Plantago albicans";2,5;1;"84-1-Thymus zygis-10";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;10;"1";"Linum suffruticosum";2,5;2;"84-1-Bare-10";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;10;"1";"Teucrium gnaphalodes";2,5;1;"84-1-Bare-10";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;10;"1";"Matthiola fruticulosa";2,5;1;"84-1-Bare-10";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;10;"1";"Stipa barbata";7,5;6;"84-1-Bare-10";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;10;"1";"Helianthemum hirtum";1;1;"84-1-Bare-10";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;10;"1";"Plantago albicans";5;3;"84-1-Bare-10";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";23;20;13;1445,136;11;"1";"Stipa barbata";7;3;"84-1-Thymus zygis-11";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";23;20;13;1445,136;11;"1";"Plantago albicans";7;2;"84-1-Thymus zygis-11";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;11;"1";"Stipa barbata";20;12;"84-1-Bare-11";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;11;"1";"Matthiola fruticulosa";3;1;"84-1-Bare-11";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;11;"1";"Linum suffruticosum";1;1;"84-1-Bare-11";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;11;"1";"Plantago albicans";3;1;"84-1-Bare-11";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";59;20;14;3707,088;12;"1";"Linum suffruticosum";2,5;4;"84-1-Thymus zygis-12";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";59;20;14;3707,088;12;"1";"Plantago albicans";7,5;3;"84-1-Thymus zygis-12";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";59;20;14;3707,088;12;"1";"Stipa barbata";7,5;5;"84-1-Thymus zygis-12";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;12;"1";"Plantago albicans";1;1;"84-1-Bare-12";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";19;31;12;1850,4024;13;"1";"Stipa barbata";10;2;"84-1-Thymus zygis-13";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;13;"1";"Stipa barbata";10;2;"84-1-Bare-13";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;13;"1";"Plantago albicans";5;1;"84-1-Bare-13";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;13;"1";"Linum suffruticosum";3;5;"84-1-Bare-13";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;13;"1";"Matthiola fruticulosa";3;2;"84-1-Bare-13";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";33,5;35,5;11;3736,1478;14;"1";"Stipa barbata";5;6;"84-1-Thymus zygis-14";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";33,5;35,5;11;3736,1478;14;"1";"Plantago albicans";4;2;"84-1-Thymus zygis-14";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;14;"1";"Plantago albicans";5;3;"84-1-Bare-14";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;14;"1";"Stipa tenacissima";5;6;"84-1-Bare-14";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;14;"1";"Helianthemum hirtum";1;1;"84-1-Bare-14";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";54;66;14;11196,6624;15;"100(1)";"Plantago albicans";5;7;"84-1-Thymus zygis-15";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";54;66;14;11196,6624;15;"100(1)";"Stipa barbata";2;10;"84-1-Thymus zygis-15";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";54;66;14;11196,6624;15;"100(1)";"Stipa tenacissima";0,1;1;"84-1-Thymus zygis-15";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";54;66;14;11196,6624;15;"100(1)";"Astragalus incanus";2;2;"84-1-Thymus zygis-15";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;15;"100(1)";"Plantago albicans";15;23;"84-1-Bare-15";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;15;"100(1)";"Teucrium gnaphalodes";2;3;"84-1-Bare-15";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;15;"100(1)";"Linum suffruticosum";0,5;4;"84-1-Bare-15";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;15;"100(1)";"Matthiola fruticulosa";0,25;1;"84-1-Bare-15";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";50;50;15;7854;16;"100(1)";"Plantago albicans";3;5;"84-1-Thymus zygis-16";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";50;50;15;7854;16;"100(1)";"Stipa barbata";5;11;"84-1-Thymus zygis-16";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";50;50;15;7854;16;"100(1)";"Linum suffruticosum";2;5;"84-1-Thymus zygis-16";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;16;"100(1)";"Plantago albicans";0,25;1;"84-1-Bare-16";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;16;"100(1)";"Erodium";1,5;1;"84-1-Bare-16";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";25;25;15;1963,5;17;"1";"Plantago albicans";10;3;"84-1-Thymus zygis-17";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";25;25;15;1963,5;17;"1";"Teucrium gnaphalodes";5;1;"84-1-Thymus zygis-17";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";25;25;15;1963,5;17;"1";"Linum suffruticosum";0,5;3;"84-1-Thymus zygis-17";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";25;25;15;1963,5;17;"1";"Stipa tenacissima";12;5;"84-1-Thymus zygis-17";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;17;"1";"Plantago albicans";2,5;2;"84-1-Bare-17";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";36;33;12;3732,2208;18;"1";"Teucrium gnaphalodes";7;1;"84-1-Thymus zygis-18";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";36;33;12;3732,2208;18;"1";"Plantago albicans";2;2;"84-1-Thymus zygis-18";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";36;33;12;3732,2208;18;"1";"Stipa barbata";20;10;"84-1-Thymus zygis-18";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";36;33;12;3732,2208;18;"1";"Linum suffruticosum";0,5;1;"84-1-Thymus zygis-18";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;18;"1";"Stipa tenacissima";3;3;"84-1-Bare-18";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;18;"1";"Plantago albicans";1;1;"84-1-Bare-18";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;18;"1";"Teucrium gnaphalodes";0,25;1;"84-1-Bare-18";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;18;"1";"Matthiola fruticulosa";0,5;1;"84-1-Bare-18";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;18;"1";"Helianthemum asperum";0,5;1;"84-1-Bare-18";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";22;20;14;1382,304;19;"1";"Plantago albicans";1,5;3;"84-1-Thymus zygis-19";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";22;20;14;1382,304;19;"1";"Teucrium gnaphalodes";1;1;"84-1-Thymus zygis-19";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";22;20;14;1382,304;19;"1";"Stipa tenacissima";0,5;1;"84-1-Thymus zygis-19";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";22;20;14;1382,304;19;"1";"Astragalus incanus";1;1;"84-1-Thymus zygis-19";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;19;"1";"Plantago albicans";1;3;"84-1-Bare-19";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;19;"1";"Matthiola fruticulosa";0,25;1;"84-1-Bare-19";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;19;"1";"Stipa tenacissima";0,5;1;"84-1-Bare-19";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";30;29;12;2733,192;20;"1";"Plantago albicans";1;1;"84-1-Thymus zygis-20";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";2;"Thymus zygis";30;29;12;2733,192;20;"1";"Stipa tenacissima";0,5;6;"84-1-Thymus zygis-20";3;0,7498
272;"Spain";"Maestre, Fernando";"Ciempozuelos";84;1;"2016/06/06";1;"Bare";NA;NA;NA;NA;20;"1";"Stipa tenacissima";7;11;"84-1-Bare-20";3;0,7498
