"ID";"COU";"RES";"SITE";"SITE_ID";"PLOT";"Date";"Microsite";"ID_Microsite";"diameter_1.cm.";"diameter_2.cm.";"canopy.area..cm2.";"Number.of.replicate";"Quadrat";"Species.within.quadrat";"Number.of.individuals";"Cover";"microsite_rep";"GRAZ";"ARIDITY.v3"
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;6;NA;"Poa bulbosa";4;37;"43-1-Bare-6";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";36;51;1441,26;7;NA;"Poa bulbosa";3;82;"43-1-Acantholimon erinaceum-7";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;7;NA;"Poa bulbosa";10;327;"43-1-Bare-7";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";32;29;728,48;8;NA;"Poa bulbosa";5;158;"43-1-Acantholimon erinaceum-8";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;8;NA;NA;NA;NA;"43-1-Bare-8";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";46;51;1841,61;9;NA;"Poa bulbosa";1;59;"43-1-Acantholimon erinaceum-9";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;9;NA;"Poa bulbosa";3;99;"43-1-Bare-9";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;9;NA;"Eremurus stenophyllus";3;79;"43-1-Bare-9";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";29;29;660,185;10;NA;NA;NA;NA;"43-1-Acantholimon erinaceum-10";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;10;NA;NA;NA;NA;"43-1-Bare-10";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";46;49;1769,39;11;NA;NA;NA;NA;"43-1-Acantholimon erinaceum-11";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;11;NA;NA;NA;NA;"43-1-Bare-11";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";37;34;987,53;12;NA;"Poa bulbosa";1;4;"43-1-Acantholimon erinaceum-12";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;12;NA;"Iris songarica";1;14;"43-1-Bare-12";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";21;18;296,73;13;NA;NA;NA;NA;"43-1-Acantholimon erinaceum-13";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;13;NA;NA;NA;NA;"43-1-Bare-13";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";32;37;929,44;14;NA;"Poa bulbosa";1;71;"43-1-Acantholimon erinaceum-14";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;14;NA;"Poa bulbosa";1;34;"43-1-Bare-14";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";46;43;1552,73;15;NA;"Iris songarica";1;7;"43-1-Acantholimon erinaceum-15";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;15;NA;"Eremurus stenophyllus";2;28;"43-1-Bare-15";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";51;53;2121,855;16;NA;"Poa bulbosa";1;3;"43-1-Acantholimon erinaceum-16";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;16;NA;NA;NA;NA;"43-1-Bare-16";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";54;52;2204,28;17;NA;NA;NA;NA;"43-1-Acantholimon erinaceum-17";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;17;NA;"Poa bulbosa";5;150;"43-1-Bare-17";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";61;61;2920,985;18;NA;"Eremurus stenophyllus";2;31;"43-1-Acantholimon erinaceum-18";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;18;NA;"Poa bulbosa";5;81;"43-1-Bare-18";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";48;47;1770,96;19;NA;"Poa bulbosa";1;6;"43-1-Acantholimon erinaceum-19";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;19;NA;"Eremurus stenophyllus";1;30;"43-1-Bare-19";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";52;52;2122,64;20;NA;"Poa bulbosa";3;47;"43-1-Acantholimon erinaceum-20";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;20;NA;"Eremurus stenophyllus";4;56;"43-1-Bare-20";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;20;NA;"Poa bulbosa";7;85;"43-1-Bare-20";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";29;29;660,185;21;NA;"Poa bulbosa";3;95;"43-1-Acantholimon erinaceum-21";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;21;NA;"Poa bulbosa";7;67;"43-1-Bare-21";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";40;46;1444,4;22;NA;"Poa bulbosa";2;12;"43-1-Acantholimon erinaceum-22";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;22;NA;"Poa bulbosa";12;89;"43-1-Bare-22";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";50;48;1884;23;NA;"Poa bulbosa";4;30;"43-1-Acantholimon erinaceum-23";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";50;48;NA;23;NA;"Eremurus stenophyllus";1;13;"43-1-Acantholimon erinaceum-23";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;23;NA;"Eremurus stenophyllus";1;24;"43-1-Bare-23";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";31;34;827,39;24;NA;NA;NA;NA;"43-1-Acantholimon erinaceum-24";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;24;NA;NA;NA;NA;"43-1-Bare-24";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Acantholimon erinaceum";51;44;1761,54;25;NA;NA;NA;NA;"43-1-Acantholimon erinaceum-25";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;25;NA;"Poa bulbosa";5;14;"43-1-Bare-25";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";66;70;3626,7;26;NA;"Poa bulbosa";1;3;"43-1-Artemisia kopetdaghensis-26";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;26;NA;"Poa bulbosa";6;31;"43-1-Bare-26";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;26;NA;"Elymus repens";1;2;"43-1-Bare-26";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";54;37;1568,43;27;NA;NA;NA;NA;"43-1-Artemisia kopetdaghensis-27";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;27;NA;"Hordeum bulbosum";1;2;"43-1-Bare-27";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;27;NA;"Eremurus stenophyllus";3;9;"43-1-Bare-27";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";51;31;1241,085;28;NA;"Poa bulbosa";1;13;"43-1-Artemisia kopetdaghensis-28";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";51;31;1241,085;28;NA;"Stachys turcomanica";1;2;"43-1-Artemisia kopetdaghensis-28";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;28;NA;NA;NA;NA;"43-1-Bare-28";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";34;31;827,39;29;NA;NA;NA;NA;"43-1-Artemisia kopetdaghensis-29";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;29;NA;NA;NA;NA;"43-1-Bare-29";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";47;44;1623,38;30;NA;"Poa bulbosa";2;10;"43-1-Artemisia kopetdaghensis-30";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;30;NA;"Poa bulbosa";1;6;"43-1-Bare-30";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";55;54;2331,45;31;NA;NA;NA;NA;"43-1-Artemisia kopetdaghensis-31";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;31;NA;"Phlomis cancellata";2;104;"43-1-Bare-31";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";75;76;4474,5;32;NA;"Poa bulbosa";4;24;"43-1-Artemisia kopetdaghensis-32";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;32;NA;NA;NA;NA;"43-1-Bare-32";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";62;54;2628,18;33;NA;"Eremurus stenophyllus";1;7;"43-1-Artemisia kopetdaghensis-33";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;33;NA;"Iris songarica";2;2;"43-1-Bare-33";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";39;33;1010,295;34;NA;"Poa bulbosa";1;6;"43-1-Artemisia kopetdaghensis-34";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;34;NA;NA;NA;NA;"43-1-Bare-34";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";24;21;395,64;35;NA;NA;NA;NA;"43-1-Artemisia kopetdaghensis-35";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;35;NA;"Poa bulbosa";2;36;"43-1-Bare-35";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;35;NA;"Iris songarica";1;9;"43-1-Bare-35";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";41;40;1287,4;36;NA;NA;NA;NA;"43-1-Artemisia kopetdaghensis-36";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;36;NA;"Poa bulbosa";4;10;"43-1-Bare-36";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";63;61;3016,755;37;NA;NA;NA;NA;"43-1-Artemisia kopetdaghensis-37";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;37;NA;NA;NA;NA;"43-1-Bare-37";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";60;52;2449,2;38;NA;NA;NA;NA;"43-1-Artemisia kopetdaghensis-38";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;38;NA;NA;NA;NA;"43-1-Bare-38";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";36;40;1130,4;39;NA;"Poa bulbosa";1;14;"43-1-Artemisia kopetdaghensis-39";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;39;NA;"Verbascum cheiranthifolium";1;4;"43-1-Bare-39";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";26;22;449,02;40;NA;"Poa bulbosa";2;49;"43-1-Artemisia kopetdaghensis-40";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";26;22;449,02;40;NA;"Eremurus stenophyllus";1;14;"43-1-Artemisia kopetdaghensis-40";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;40;NA;NA;NA;NA;"43-1-Bare-40";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";60;70;3297;41;NA;NA;NA;NA;"43-1-Artemisia kopetdaghensis-41";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;41;NA;"Verbascum cheiranthifolium";1;37;"43-1-Bare-41";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";39;21;642,915;42;NA;NA;NA;NA;"43-1-Artemisia kopetdaghensis-42";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;42;NA;"Poa bulbosa";1;10;"43-1-Bare-42";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";37;31;900,395;43;NA;NA;NA;NA;"43-1-Artemisia kopetdaghensis-43";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;43;NA;"Elymus repens";1;21;"43-1-Bare-43";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";40;52;1632,8;44;NA;NA;NA;NA;"43-1-Artemisia kopetdaghensis-44";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;44;NA;NA;NA;NA;"43-1-Bare-44";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";72;54;3052,08;45;NA;"Eremurus stenophyllus";1;3;"43-1-Artemisia kopetdaghensis-45";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;45;NA;NA;NA;NA;"43-1-Bare-45";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";70;56;3077,2;46;NA;NA;NA;NA;"43-1-Artemisia kopetdaghensis-46";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;46;NA;"Allium xiphopetalum";1;2;"43-1-Bare-46";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";87;81;5531,895;47;NA;"Poa bulbosa";1;2;"43-1-Artemisia kopetdaghensis-47";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";87;81;5531,895;47;NA;"Eremurus stenophyllus";2;4;"43-1-Artemisia kopetdaghensis-47";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";87;81;5531,895;47;NA;"Tulipa sp.";1;0;"43-1-Artemisia kopetdaghensis-47";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;47;NA;"Stipa arabica";2;18;"43-1-Bare-47";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;47;NA;"Eremurus stenophyllus";5;14;"43-1-Bare-47";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";44;32;1105,28;48;NA;"Poa bulbosa";1;6;"43-1-Artemisia kopetdaghensis-48";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;48;NA;"Poa bulbosa";1;12;"43-1-Bare-48";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";42;39;1285,83;49;NA;NA;NA;NA;"43-1-Artemisia kopetdaghensis-49";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;49;NA;"Poa bulbosa";1;4;"43-1-Bare-49";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Artemisia kopetdaghensis";82;64;4119,68;50;NA;"Poa bulbosa";6;6;"43-1-Artemisia kopetdaghensis-50";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;50;NA;"Phlomis cancellata";1;15;"43-1-Bare-50";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;50;NA;"Poa bulbosa";5;20;"43-1-Bare-50";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Astragalus chrysostachys";96;86;6480,96;51;NA;"Euphorbia boissieri";1;3;"43-1-Astragalus chrysostachys-51";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;51;NA;"Iris songarica";2;4;"43-1-Bare-51";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;51;NA;"Euphorbia boissieri";3;7;"43-1-Bare-51";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;51;NA;"Poa bulbosa";1;1;"43-1-Bare-51";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;51;NA;"Elymus repens";4;1;"43-1-Bare-51";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Astragalus chrysostachys";52;52;2122,64;52;NA;"Poa bulbosa";4;6;"43-1-Astragalus chrysostachys-52";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;52;NA;"Elymus repens";3;23;"43-1-Bare-52";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;52;NA;"Poa bulbosa";3;5;"43-1-Bare-52";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Astragalus chrysostachys";138;133;14407,89;53;NA;"Artemisia kopetdaghensis";1;4;"43-1-Astragalus chrysostachys-53";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Astragalus chrysostachys";138;133;14407,89;53;NA;"Eremurus stenophyllus";1;3;"43-1-Astragalus chrysostachys-53";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Astragalus chrysostachys";138;133;14407,89;53;NA;"Astragalus chryostachys";1;4;"43-1-Astragalus chrysostachys-53";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;53;NA;"Poa bulbosa";3;1;"43-1-Bare-53";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;53;NA;"Iris songarica";3;4;"43-1-Bare-53";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;53;NA;"Eremurus stenophyllus";7;6;"43-1-Bare-53";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";2;"Astragalus chrysostachys";92;86;6210,92;54;NA;"Elymus repens";17;48;"43-1-Astragalus chrysostachys-54";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;54;NA;"Elymus repens";46;753;"43-1-Bare-54";3;0,7586
140;"Iran";"Farzam, Mohammad (Jankju)";"Baharkish";43;1;"7-Jul-16";1;"Bare";NA;NA;NA;54;NA;"Verbascum cheiranthifolium";1;8;"43-1-Bare-54";3;0,7586
