"ID";"COU";"RES";"SITE";"SITE_ID";"PLOT";"Date";"Microsite";"ID_Microsite";"diameter_1.cm.";"diameter_2.cm.";"canopy.area..cm2.";"Number.of.replicate";"Quadrat";"Species.within.quadrat";"Number.of.individuals";"Cover";"microsite_rep";"GRAZ";"ARIDITY.v3"
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;16;1;NA;NA;NA;"41-1-Artemisia sieberi-16";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";1;"Bare";"";NA;NA;16;1;NA;NA;NA;"41-1-Bare-16";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;17;1;NA;NA;NA;"41-1-Artemisia sieberi-17";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";1;"Bare";"";NA;NA;17;1;NA;NA;NA;"41-1-Bare-17";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;18;1;NA;NA;NA;"41-1-Artemisia sieberi-18";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";1;"Bare";"";NA;NA;18;1;NA;NA;NA;"41-1-Bare-18";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;19;1;"Stipa lessingiana";1;1;"41-1-Artemisia sieberi-19";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";1;"Bare";"";NA;NA;19;1;NA;NA;NA;"41-1-Bare-19";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;20;1;"Acanthophyllum sp.";15;1;"41-1-Artemisia sieberi-20";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";1;"Bare";"";NA;NA;20;1;NA;NA;NA;"41-1-Bare-20";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;21;1;"Stipa lessingiana";4;1;"41-1-Artemisia sieberi-21";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";1;"Bare";"";NA;NA;21;1;NA;NA;NA;"41-1-Bare-21";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;22;1;"Stipa lessingiana";3;1;"41-1-Artemisia sieberi-22";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";1;"Bare";"";NA;NA;22;1;NA;NA;NA;"41-1-Bare-22";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;23;1;"Stipa lessingiana";10;1;"41-1-Artemisia sieberi-23";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";1;"Bare";"";NA;NA;23;1;NA;NA;NA;"41-1-Bare-23";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;24;1;"Stipa lessingiana";5;1;"41-1-Artemisia sieberi-24";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";1;"Bare";"";NA;NA;24;1;NA;NA;NA;"41-1-Bare-24";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;25;1;"Stipa lessingiana";7;1;"41-1-Artemisia sieberi-25";3;0,8256
134;"Iran";"Abedi, Mehdi";"Alikhani";41;1;"18-Jun-16";1;"Bare";"";NA;NA;25;1;NA;NA;NA;"41-1-Bare-25";3;0,8256
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;1;1;"Stipa lessingiana";8;1;"41-2-Artemisia sieberi-1";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;1;1;"Lappula barbata";1;1;"41-2-Artemisia sieberi-1";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;1;1;NA;NA;NA;"41-2-Bare-1";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;2;1;NA;NA;NA;"41-2-Artemisia sieberi-2";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;2;1;NA;NA;NA;"41-2-Bare-2";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;3;1;NA;NA;NA;"41-2-Artemisia sieberi-3";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;3;1;NA;NA;NA;"41-2-Bare-3";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;4;1;"Lappula barbata";1;1;"41-2-Artemisia sieberi-4";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;4;1;NA;NA;NA;"41-2-Bare-4";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;5;1;"Stipa lessingiana";4;1;"41-2-Artemisia sieberi-5";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;5;1;NA;NA;NA;"41-2-Bare-5";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;6;1;"Salsola arbusculiformis";8;1;"41-2-Artemisia sieberi-6";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;6;1;NA;NA;NA;"41-2-Bare-6";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;7;1;"Stipa lessingiana";2;1;"41-2-Artemisia sieberi-7";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;7;1;"Salsola arbusculiformis";9;1;"41-2-Artemisia sieberi-7";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;7;1;NA;NA;NA;"41-2-Bare-7";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;8;1;NA;NA;NA;"41-2-Artemisia sieberi-8";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;8;1;NA;NA;NA;"41-2-Bare-8";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;9;1;NA;NA;NA;"41-2-Artemisia sieberi-9";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;9;1;NA;NA;NA;"41-2-Bare-9";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;10;1;"Salsola arbusculiformis";15;1;"41-2-Artemisia sieberi-10";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;10;1;NA;NA;NA;"41-2-Bare-10";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;11;1;"Salsola arbusculiformis";50;1;"41-2-Artemisia sieberi-11";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;11;1;NA;NA;NA;"41-2-Bare-11";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;12;1;"Salsola arbusculiformis";10;1;"41-2-Artemisia sieberi-12";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;12;1;NA;NA;NA;"41-2-Bare-12";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;13;1;"Stipa lessingiana";4;1;"41-2-Artemisia sieberi-13";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;13;1;NA;NA;NA;"41-2-Bare-13";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;14;1;"Stipa lessingiana";15;2;"41-2-Artemisia sieberi-14";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;14;1;NA;NA;NA;"41-2-Bare-14";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;15;1;"Stipa lessingiana";5;1;"41-2-Artemisia sieberi-15";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;15;1;NA;NA;NA;"41-2-Bare-15";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;16;1;"Stipa lessingiana";20;4;"41-2-Artemisia sieberi-16";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;16;1;"Lappula barbata";6;2;"41-2-Artemisia sieberi-16";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;16;1;NA;NA;NA;"41-2-Bare-16";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;17;1;"Stipa lessingiana";30;3;"41-2-Artemisia sieberi-17";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;17;1;NA;NA;NA;"41-2-Bare-17";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;18;1;"Salsola arbusculiformis";5;1;"41-2-Artemisia sieberi-18";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;18;1;NA;NA;NA;"41-2-Bare-18";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;19;1;"Cousinia arctotidifolia";3;1;"41-2-Artemisia sieberi-19";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;19;1;NA;NA;NA;"41-2-Bare-19";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;20;1;"Salsola arbusculiformis";25;1;"41-2-Artemisia sieberi-20";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;20;1;"Stipa lessingiana";5;1;"41-2-Artemisia sieberi-20";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;20;1;"Salsola arbusculiformis";10;1;"41-2-Bare-20";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;20;1;"Stipa lessingiana";2;1;"41-2-Bare-20";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;21;1;"Nonea caspica";3;1;"41-2-Artemisia sieberi-21";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;21;1;"Salsola arbusculiformis";2;1;"41-2-Bare-21";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;22;1;NA;NA;NA;"41-2-Artemisia sieberi-22";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;22;1;"Lappula barbata";1;1;"41-2-Bare-22";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;23;1;NA;NA;NA;"41-2-Artemisia sieberi-23";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;23;1;NA;NA;NA;"41-2-Bare-23";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;24;1;"Stipa lessingiana";20;3;"41-2-Artemisia sieberi-24";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;24;1;NA;NA;NA;"41-2-Bare-24";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";2;"Artemisia sieberi";"";NA;NA;25;1;"Salsola arbusculiformis";40;1;"41-2-Artemisia sieberi-25";2;0,8259
135;"Iran";"Abedi, Mehdi";"Alikhani";41;2;"18-Jun-16";1;"Bare";"";NA;NA;25;1;"Salsola arbusculiformis";8;1;"41-2-Bare-25";2;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;1;1;NA;NA;NA;"41-3-Artemisia sieberi-1";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;1;1;"Stipa lessingiana";NA;NA;"41-3-Bare-1";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;2;1;"Cousinia arctotidifolia";NA;NA;"41-3-Artemisia sieberi-2";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;2;1;"Lappula barbata";1;4;"41-3-Bare-2";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;2;1;"Cousinia arctotidifolia";15;1;"41-3-Bare-2";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;3;1;"Acantholimon sp.";2;1;"41-3-Artemisia sieberi-3";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;3;1;"Salsola arbusculiformis";4;1;"41-3-Artemisia sieberi-3";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;3;1;"Cousinia arctotidifolia";3;1;"41-3-Bare-3";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;4;1;"Salsola arbusculiformis";15;2;"41-3-Artemisia sieberi-4";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;4;1;"Stipa lessingiana";2;1;"41-3-Bare-4";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;4;1;"Lappula barbata";1;1;"41-3-Bare-4";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;5;1;"Salsola arbusculiformis";35;1;"41-3-Artemisia sieberi-5";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;5;1;"Stipa lessingiana";3;1;"41-3-Artemisia sieberi-5";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;5;1;"Salsola arbusculiformis";5;6;"41-3-Bare-5";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;5;1;"Lappula barbata";1;1;"41-3-Bare-5";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;5;1;"Nonea caspica";2;1;"41-3-Bare-5";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;6;1;"Salsola arbusculiformis";15;1;"41-3-Artemisia sieberi-6";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;6;1;"Lappula barbata";1;1;"41-3-Bare-6";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;7;1;"Salsola arbusculiformis";50;1;"41-3-Artemisia sieberi-7";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;7;1;"Salsola arbusculiformis";15;1;"41-3-Bare-7";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;7;1;"Lappula barbata";1;1;"41-3-Bare-7";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;8;1;"Salsola arbusculiformis";30;1;"41-3-Artemisia sieberi-8";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;8;1;NA;NA;NA;"41-3-Bare-8";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;9;1;"Salsola arbusculiformis";25;1;"41-3-Artemisia sieberi-9";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;9;1;"Stipa lessingiana";2;1;"41-3-Artemisia sieberi-9";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;9;1;NA;0;NA;"41-3-Bare-9";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;10;1;NA;NA;NA;"41-3-Artemisia sieberi-10";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;10;1;NA;NA;NA;"41-3-Bare-10";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;11;1;"Stipa lessingiana";6;1;"41-3-Artemisia sieberi-11";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;11;1;"Lappula barbata";1;1;"41-3-Bare-11";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;12;1;"Salsola arbusculiformis";12;1;"41-3-Artemisia sieberi-12";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;12;1;"Salsola arbusculiformis";6;1;"41-3-Bare-12";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;12;1;"Centaurea sp.";1;1;"41-3-Bare-12";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;13;1;"Stipa lessingiana";2;1;"41-3-Artemisia sieberi-13";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;13;1;"Stipa lessingiana";2;1;"41-3-Bare-13";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;13;1;"Salsola arbusculiformis";1;1;"41-3-Bare-13";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;14;1;NA;NA;NA;"41-3-Artemisia sieberi-14";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;14;1;"Stipa lessingiana";1;1;"41-3-Bare-14";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";2;"Artemisia sieberi";"";NA;NA;15;1;"Salsola arbusculiformis";25;1;"41-3-Artemisia sieberi-15";1;0,8259
136;"Iran";"Abedi, Mehdi";"Alikhani";41;3;"19-Jun-16";1;"Bare";"";NA;NA;15;1;"Stipa lessingiana";2;1;"41-3-Bare-15";1;0,8259
