"ID";"COU";"RES";"SITE";"SITE_ID";"PLOT";"Date";"Microsite";"ID_Microsite";"diameter_1.cm.";"diameter_2.cm.";"height.cm.";"canopy.area..cm2.";"Number.of.replicate";"Quadrat";"Species.within.quadrat";"Cover";"Number.of.individuals";"microsite_rep";"GRAZ";"ARIDITY.v3"
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;8;"";"Lavandula multifida";NA;3;"89-1-Bare-8";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;8;"";"Tussock sp.";1;2;"89-1-Bare-8";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;8;"";"Thymus";1;2;"89-1-Bare-8";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;8;"";"Phagnalon sp.";NA;1;"89-1-Bare-8";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Palmito";130;145;80;59219,16;9;"";"Lavandula multifida";NA;1;"89-1-Palmito-9";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;9;"";NA;NA;NA;"89-1-Bare-9";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Palmito";130;125;105;51051;10;"";"Phlomis purpurea";7;1;"89-1-Palmito-10";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Palmito";130;125;105;51051;10;"";"Thymus";2;1;"89-1-Palmito-10";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;10;"";"Lavandula multifida";NA;1;"89-1-Bare-10";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;10;"";"Tussock sp.";NA;1;"89-1-Bare-10";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Palmito";280;300;180;263894,4;11;"";"Launaea lanifera";1;1;"89-1-Palmito-11";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Palmito";280;300;180;263894,4;11;"";"Thymus";NA;2;"89-1-Palmito-11";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;11;"";"Lavandula multifida";NA;7;"89-1-Bare-11";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;11;"";"Tussock sp.";NA;1;"89-1-Bare-11";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Palmito";180;210;80;118752,48;12;"";"Lavandula multifida";NA;2;"89-1-Palmito-12";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Palmito";180;210;80;118752,48;12;"";"Launaea lanifera";1;1;"89-1-Palmito-12";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Palmito";180;210;80;118752,48;12;"";"Lycium";5;1;"89-1-Palmito-12";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Palmito";180;210;80;118752,48;12;"";"Thymus";NA;1;"89-1-Palmito-12";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;12;"";NA;NA;NA;"89-1-Bare-12";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Palmito";200;170;90;106814,4;13;"";"Lavandula multifida";NA;3;"89-1-Palmito-13";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;13;"";"Asparagus horridus";1;2;"89-1-Bare-13";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;13;"";"Lavandula multifida";NA;1;"89-1-Bare-13";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Palmito";160;110;60;55292,16;14;"";"Asparagus horridus";NA;1;"89-1-Palmito-14";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;14;"";"Thymus";NA;1;"89-1-Bare-14";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;14;"";"Stipa";3;1;"89-1-Bare-14";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;14;"";"Phagnalon sp.";NA;2;"89-1-Bare-14";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;14;"";"Lavandula multifida";NA;2;"89-1-Bare-14";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;14;"";"Teucrium sp2";NA;1;"89-1-Bare-14";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Palmito";105;135;100;44532,18;15;"";"Palmito";NA;NA;"89-1-Palmito-15";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Palmito";105;135;100;44532,18;15;"";"Rhamnus";5;1;"89-1-Palmito-15";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Palmito";105;135;100;44532,18;15;"";"Asparagus horridus";NA;1;"89-1-Palmito-15";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;15;"";"Phagnalon sp.";5;1;"89-1-Bare-15";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;15;"";"Launaea lanifera";NA;1;"89-1-Bare-15";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";80;60;50;NA;16;"";"Stipa";NA;NA;"89-1-Stipa-16";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;16;"";"Thymus";2;1;"89-1-Bare-16";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;16;"";"Lavandula multifida";1;1;"89-1-Bare-16";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";60;50;50;9424,8;17;"";"Stipa";NA;NA;"89-1-Stipa-17";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;17;"";NA;NA;NA;"89-1-Bare-17";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";125;100;65;39270;18;"";"Stipa";NA;NA;"89-1-Stipa-18";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";125;100;65;39270;18;"";"Lavandula multifida";1;1;"89-1-Stipa-18";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;18;"";"Lavandula multifida";2;5;"89-1-Bare-18";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;18;"";"Thymus";NA;1;"89-1-Bare-18";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";150;140;65;65973,6;19;"";"Thymus";3;1;"89-1-Stipa-19";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";150;140;65;65973,6;19;"";"Asparagus horridus";1;1;"89-1-Stipa-19";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;19;"";"Lavandula multifida";NA;1;"89-1-Bare-19";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";70;80;80;17592,96;20;"";"Stipa";NA;NA;"89-1-Stipa-20";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";70;80;80;17592,96;20;"";"Lavandula multifida";NA;1;"89-1-Stipa-20";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;20;"";"Lavandula multifida";3;4;"89-1-Bare-20";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";160;130;80;65345,28;21;"";"Thymus";NA;1;"89-1-Stipa-21";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;21;"";"Thymus";NA;1;"89-1-Bare-21";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;21;"";"Launaea lanifera";1;1;"89-1-Bare-21";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";100;90;60;28274,4;22;"";"Thymus";1;1;"89-1-Stipa-22";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";100;90;60;28274,4;22;"";"Teucrium";NA;1;"89-1-Stipa-22";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;22;"";"Lavandula multifida";1;2;"89-1-Bare-22";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;22;"";"Thymus";3;1;"89-1-Bare-22";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";50;50;40;7854;23;"";"Stipa";NA;NA;"89-1-Stipa-23";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;23;"";NA;NA;NA;"89-1-Bare-23";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";150;125;45;58905;24;"";"Launaea lanifera";NA;1;"89-1-Stipa-24";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;24;"";"Lavandula multifida";NA;1;"89-1-Bare-24";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;24;"";"Thymus";NA;1;"89-1-Bare-24";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";110;90;60;31101,84;25;"";"Phlomis lychnitis";NA;1;"89-1-Stipa-25";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;25;"";"Thymus";5;2;"89-1-Bare-25";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";110;90;65;31101,84;26;"";"Stipa";NA;NA;"89-1-Stipa-26";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;26;"";NA;NA;NA;"89-1-Bare-26";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";150;110;85;51836,4;27;"";"Stipa";NA;NA;"89-1-Stipa-27";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;27;"";"Thymus";NA;1;"89-1-Bare-27";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";65;60;75;12252,24;28;"";"Stipa";NA;NA;"89-1-Stipa-28";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;28;"";"Launaea lanifera";2;1;"89-1-Bare-28";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";60;50;50;9424,8;29;"";"Stipa";NA;NA;"89-1-Stipa-29";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;29;"";"Lavandula multifida";NA;1;"89-1-Bare-29";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";2;"Stipa";70;65;70;14294,28;30;"";"Stipa";NA;NA;"89-1-Stipa-30";3;0,8575
289;"Spain";"Rey, Pedro";"Monsul";89;1;"2017/03/31";1;"Bare";NA;NA;NA;NA;30;"";"Phagnalon sp.";NA;1;"89-1-Bare-30";3;0,8575
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";80;60;30;15079,68;1;"";"Thymus";5;1;"89-2-Launaea-1";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";80;60;NA;NA;1;"";"Launaea lanifera";5;1;"89-2-Bare-1";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";65;45;30;9189,18;2;"";"Launaea lanifera";NA;NA;"89-2-Launaea-2";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;2;"";"Lavandula multifida";NA;1;"89-2-Bare-2";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";60;50;30;9424,8;3;"";"Launaea lanifera";NA;NA;"89-2-Launaea-3";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;3;"";"Lavandula multifida";2;1;"89-2-Bare-3";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;3;"";"Teucrium sp2";1;1;"89-2-Bare-3";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";100;70;40;21991,2;4;"";"Launaea lanifera";NA;NA;"89-2-Launaea-4";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";100;70;40;21991,2;4;"";"Lavandula multifida";3;4;"89-2-Launaea-4";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";100;70;40;21991,2;4;"";"Teucrium sp2";1;1;"89-2-Launaea-4";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;4;"";NA;NA;NA;"89-2-Bare-4";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";80;60;40;15079,68;5;"";"Teucrium sp2";NA;1;"89-2-Launaea-5";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;5;"";NA;NA;NA;"89-2-Bare-5";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";90;80;40;22619,52;6;"";"Asparagus";1;1;"89-2-Launaea-6";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;6;"";"Lavandula multifida";NA;1;"89-2-Bare-6";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";80;70;45;17592,96;7;"";"Teucrium sp2";2;3;"89-2-Launaea-7";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";80;70;45;17592,96;7;"";"Lavandula multifida";1;1;"89-2-Launaea-7";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;7;"";"Thymus";10;5;"89-2-Bare-7";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;7;"";"Teucrium sp2";2;1;"89-2-Bare-7";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;7;"";"Launaea";2;1;"89-2-Bare-7";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";60;55;40;10367,28;8;"";"Thymus";2;2;"89-2-Launaea-8";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;8;"";"Thymus";1;1;"89-2-Bare-8";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";70;70;40;15393,84;9;"";"Launaea";1;1;"89-2-Launaea-9";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";70;70;40;15393,84;9;"";"Asparagus horridus";1;1;"89-2-Launaea-9";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";70;70;40;15393,84;9;"";"Lavandula multifida";NA;2;"89-2-Launaea-9";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;9;"";NA;NA;NA;"89-2-Bare-9";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";70;70;30;15393,84;10;"";"Phagnalon sp.";NA;1;"89-2-Launaea-10";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;10;"";NA;NA;NA;"89-2-Bare-10";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";60;70;25;13194,72;11;"";NA;NA;NA;"89-2-Launaea-11";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;11;"";NA;NA;NA;"89-2-Bare-11";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";60;50;40;9424,8;12;"";"Launaea";NA;NA;"89-2-Launaea-12";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;12;"";NA;NA;NA;"89-2-Bare-12";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";45;35;25;4948,02;13;"";"Lavandula latifolia";8;4;"89-2-Launaea-13";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;13;"";NA;NA;NA;"89-2-Bare-13";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";90;85;45;24033,24;14;"";"Thymus";5;3;"89-2-Launaea-14";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;14;"";"Thymus";5;4;"89-2-Bare-14";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;14;"";"Launaea";3;2;"89-2-Bare-14";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";70;60;25;13194,72;15;"";"Phagnalon sp.";1;1;"89-2-Launaea-15";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";70;60;25;13194,72;15;"";"Lavandula";NA;1;"89-2-Launaea-15";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";70;60;25;13194,72;15;"";"Teucrium sp2";5;1;"89-2-Launaea-15";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Launaea";70;60;25;13194,72;15;"";"Helianthum";30;1;"89-2-Launaea-15";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;15;"";"Helianthum";20;1;"89-2-Bare-15";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;15;"";"Thymus";2;1;"89-2-Bare-15";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;15;"";"Launaea";10;1;"89-2-Bare-15";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Stipa";80;85;60;21362,88;16;"";"Launaea lanifera";15;3;"89-2-Stipa-16";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Stipa";80;85;60;21362,88;16;"";"Teucrium sp2";2;4;"89-2-Stipa-16";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";1;"Bare";NA;NA;NA;NA;16;"";"Launaea lanifera";15;4;"89-2-Bare-16";2;0,8531
290;"Spain";"Rey, Pedro";"Monsul";89;2;"2017/03/30";2;"Stipa";170;150;90;80110,8;17;"";"Stipa";NA;NA;"89-2-Stipa-17";2;0,8531
