"ID";"COU";"RES";"SITE";"SITE_ID";"PLOT";"Date";"Microsite";"ID_Microsite";"diameter_1.cm.";"diameter_2.cm.";"canopy.area..cm2.";"Number.of.replicate";"Quadrat";"Species.within.quadrat";"Cover";"Number.of.individuals";"microsite_rep";"GRAZ";"ARIDITY.v3"
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";720;920;NA;1;NA;"Cucumis africanus";0,5;4;"58-1-Acacia hebeclada-1";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";720;920;NA;1;NA;"Grewia flava";0,5;2;"58-1-Acacia hebeclada-1";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";720;920;NA;1;NA;"Lycium hirsutum";1;2;"58-1-Acacia hebeclada-1";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";720;920;NA;1;NA;"Acacia erioloba";0,5;1;"58-1-Acacia hebeclada-1";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";720;920;NA;1;NA;"Tephrosia burchellii";0,5;1;"58-1-Acacia hebeclada-1";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;1;NA;"Tephrosia burchellii";25;2100;"58-1-Bare-1";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;1;NA;"Stipagrostis uniplumis";1;1200;"58-1-Bare-1";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;1;NA;"Senna italica";1;31;"58-1-Bare-1";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;1;NA;"Cucumis africanus";0,5;8;"58-1-Bare-1";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;1;NA;"Requienia sphaerosperma";0,5;2;"58-1-Bare-1";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;1;NA;"Aristida stipitata";0,5;21;"58-1-Bare-1";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;1;NA;"Aristida congesta";0,5;8;"58-1-Bare-1";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;1;NA;"Acacia mellifera";0,5;1;"58-1-Bare-1";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;1;NA;"Hermannia tomentosa";0,5;1;"58-1-Bare-1";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;1;NA;"Ipomoea bolusiana";0,5;1;"58-1-Bare-1";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";520;500;NA;2;NA;"Grewia flava";0,5;1;"58-1-Acacia hebeclada-2";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";520;500;NA;2;NA;"Pergularia daemia";0,5;8;"58-1-Acacia hebeclada-2";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";520;500;NA;2;NA;"Asparagus cooperi";1;11;"58-1-Acacia hebeclada-2";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";520;500;NA;2;NA;"Pollichia campestris";1;41;"58-1-Acacia hebeclada-2";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";520;500;NA;2;NA;"Momordica balsamina";1;3;"58-1-Acacia hebeclada-2";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";520;500;NA;2;NA;"Lycium bosciifolium";0,5;3;"58-1-Acacia hebeclada-2";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";520;500;NA;2;NA;"Stipagrostis uniplumis";0,5;27;"58-1-Acacia hebeclada-2";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";520;500;NA;2;NA;"Talinum crispatulum";0,5;1;"58-1-Acacia hebeclada-2";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;2;NA;"Tephrosia burchellii";20;400;"58-1-Bare-2";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;2;NA;"Stipagrostis uniplumis";1;46;"58-1-Bare-2";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;2;NA;"Aristida stipitata";0,5;8;"58-1-Bare-2";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;2;NA;"Senna italica";1;9;"58-1-Bare-2";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;2;NA;"Requienia sphaerosperma";0,5;8;"58-1-Bare-2";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;2;NA;"Cucumis africanus";0,5;1;"58-1-Bare-2";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;2;NA;"Aristida congesta";0,5;4;"58-1-Bare-2";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";270;380;NA;3;NA;"Stipagrostis uniplumis";0,5;17;"58-1-Acacia hebeclada-3";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";270;380;NA;3;NA;"Pollichia campestris";0,5;5;"58-1-Acacia hebeclada-3";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";270;380;NA;3;NA;"Tephrosia burchellii";0,5;3;"58-1-Acacia hebeclada-3";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";270;380;NA;3;NA;"Requienia sphaerosperma";0,5;2;"58-1-Acacia hebeclada-3";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";270;380;NA;3;NA;"Momordica balsamina";1;1;"58-1-Acacia hebeclada-3";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;3;NA;"Tephrosia burchellii";5;60;"58-1-Bare-3";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;3;NA;"Stipagrostis uniplumis";0,5;10;"58-1-Bare-3";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;3;NA;"Cucumis africanus";0,5;1;"58-1-Bare-3";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";370;370;NA;4;NA;"Stipagrostis uniplumis";0,5;7;"58-1-Acacia hebeclada-4";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";370;370;NA;4;NA;"Tephrosia burchellii";0,5;3;"58-1-Acacia hebeclada-4";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";370;370;NA;4;NA;"Lycium bosciifolium";7;9;"58-1-Acacia hebeclada-4";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";370;370;NA;4;NA;"Pergularia daemia";0,5;2;"58-1-Acacia hebeclada-4";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";370;370;NA;4;NA;"Cucumis africanus";0,5;1;"58-1-Acacia hebeclada-4";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";370;370;NA;4;NA;"Asparagus cooperi";8;5;"58-1-Acacia hebeclada-4";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";370;370;NA;4;NA;"Pollichia campestris";1;10;"58-1-Acacia hebeclada-4";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;4;NA;"Stipagrostis uniplumis";1;9;"58-1-Bare-4";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;4;NA;"Tephrosia burchellii";4;83;"58-1-Bare-4";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;4;NA;"Aristida stipitata";0,5;1;"58-1-Bare-4";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;4;NA;"Requienia sphaerosperma";0,5;3;"58-1-Bare-4";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";210;360;NA;5;NA;"Stipagrostis uniplumis";0,5;1;"58-1-Acacia hebeclada-5";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";210;360;NA;5;NA;"Otoptera burchellii";0,5;1;"58-1-Acacia hebeclada-5";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";210;360;NA;5;NA;"Pollichia campestris";0,5;4;"58-1-Acacia hebeclada-5";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";210;360;NA;5;NA;"Pergularia daemia";0,5;1;"58-1-Acacia hebeclada-5";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";210;360;NA;5;NA;"Aristida congesta";0,5;1;"58-1-Acacia hebeclada-5";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;5;NA;"Tephrosia burchellii";0,5;2;"58-1-Bare-5";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;5;NA;"Senna italica";0,5;1;"58-1-Bare-5";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";230;305;NA;6;NA;"Senna italica";0,5;1;"58-1-Acacia hebeclada-6";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";230;305;NA;6;NA;"Cucumis africanus";0,5;1;"58-1-Acacia hebeclada-6";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";230;305;NA;6;NA;"Stipagrostis uniplumis";0,5;3;"58-1-Acacia hebeclada-6";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";230;305;NA;6;NA;"Asparagus cooperi";1;3;"58-1-Acacia hebeclada-6";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";230;305;NA;6;NA;"Pollichia campestris";0,5;3;"58-1-Acacia hebeclada-6";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";230;305;NA;6;NA;"Talinum crispatulum";0,5;3;"58-1-Acacia hebeclada-6";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;6;NA;"Tephrosia burchellii";10;26;"58-1-Bare-6";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;6;NA;"Stipagrostis uniplumis";0,5;12;"58-1-Bare-6";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;6;NA;"Requienia sphaerosperma";0,5;2;"58-1-Bare-6";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;6;NA;"Aristida stipitata";0,5;1;"58-1-Bare-6";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";420;390;NA;7;NA;"Momordica balsamina";1;3;"58-1-Acacia hebeclada-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";420;390;NA;7;NA;"Stipagrostis uniplumis";1;11;"58-1-Acacia hebeclada-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";420;390;NA;7;NA;"Requienia sphaerosperma";0,5;1;"58-1-Acacia hebeclada-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";420;390;NA;7;NA;"Asparagus cooperi";10;6;"58-1-Acacia hebeclada-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";420;390;NA;7;NA;"Merremia tridentata";0,5;1;"58-1-Acacia hebeclada-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";420;390;NA;7;NA;"Pollichia campestris";1;9;"58-1-Acacia hebeclada-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";420;390;NA;7;NA;"Lycium bosciifolium";9;4;"58-1-Acacia hebeclada-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";420;390;NA;7;NA;"Talinum crispatulum";0,5;1;"58-1-Acacia hebeclada-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";420;390;NA;7;NA;"Acacia mellifera";1;1;"58-1-Acacia hebeclada-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";420;390;NA;7;NA;"Tephrosia burchellii";0,5;1;"58-1-Acacia hebeclada-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";420;390;NA;7;NA;"Cucumis africanus";0,5;1;"58-1-Acacia hebeclada-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;7;NA;"Tephrosia burchellii";25;120;"58-1-Bare-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;7;NA;"Stipagrostis uniplumis";1;26;"58-1-Bare-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;7;NA;"Senna italica";0,5;3;"58-1-Bare-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;7;NA;"Aristida stipitata";0,5;2;"58-1-Bare-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;7;NA;"Requienia sphaerosperma";0,5;3;"58-1-Bare-7";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";260;340;NA;8;NA;"Rhynchosia minima";2;7;"58-1-Acacia hebeclada-8";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";260;340;NA;8;NA;"Stipagrostis uniplumis";1;23;"58-1-Acacia hebeclada-8";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";260;340;NA;8;NA;"Tephrosia burchellii";1;17;"58-1-Acacia hebeclada-8";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";260;340;NA;8;NA;"Asparagus cooperi";2;2;"58-1-Acacia hebeclada-8";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";260;340;NA;8;NA;"Aristida meridionalis";0,5;7;"58-1-Acacia hebeclada-8";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";260;340;NA;8;NA;"Senna italica";0,5;3;"58-1-Acacia hebeclada-8";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";260;340;NA;8;NA;"Aristida congesta";0,5;1;"58-1-Acacia hebeclada-8";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;8;NA;"Tephrosia burchellii";23;900;"58-1-Bare-8";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;8;NA;"Stipagrostis uniplumis";1;120;"58-1-Bare-8";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;8;NA;"Aristida congesta";0,5;1;"58-1-Bare-8";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;8;NA;"Senna italica";0,5;1;"58-1-Bare-8";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;8;NA;"Aristida stipitata";0,5;1;"58-1-Bare-8";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;8;NA;"Requienia sphaerosperma";0,5;6;"58-1-Bare-8";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;8;NA;"Aristida meridionalis";0,5;2;"58-1-Bare-8";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";340;360;NA;9;NA;"Stipagrostis uniplumis";2;30;"58-1-Acacia hebeclada-9";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";340;360;NA;9;NA;"Tephrosia burchellii";0,5;11;"58-1-Acacia hebeclada-9";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";340;360;NA;9;NA;"Pollichia campestris";0,5;1;"58-1-Acacia hebeclada-9";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";340;360;NA;9;NA;"Senna italica";0,5;2;"58-1-Acacia hebeclada-9";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";340;360;NA;9;NA;"Aristida meridionalis";0,5;3;"58-1-Acacia hebeclada-9";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;9;NA;"Tephrosia burchellii";15;700;"58-1-Bare-9";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;9;NA;"Stipagrostis uniplumis";0,5;70;"58-1-Bare-9";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;9;NA;"Aristida stipitata";0,5;9;"58-1-Bare-9";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;9;NA;"Senna italica";0,5;2;"58-1-Bare-9";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;9;NA;"Hermannia tomentosa";0,5;1;"58-1-Bare-9";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;9;NA;"Requienia sphaerosperma";0,5;9;"58-1-Bare-9";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";160;170;NA;10;NA;"Tephrosia burchellii";4;5;"58-1-Acacia hebeclada-10";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";160;170;NA;10;NA;"Stipagrostis uniplumis";2;14;"58-1-Acacia hebeclada-10";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;10;NA;"Tephrosia burchellii";10;13;"58-1-Bare-10";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;10;NA;"Stipagrostis uniplumis";3;18;"58-1-Bare-10";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;10;NA;"Requienia sphaerosperma";0,5;1;"58-1-Bare-10";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";100;120;NA;11;NA;"Tephrosia burchellii";8;14;"58-1-Acacia hebeclada-11";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";2;"Acacia hebeclada";100;120;NA;11;NA;"Stipagrostis uniplumis";6;19;"58-1-Acacia hebeclada-11";3;0,897
193;"Namibia";"Blaum, Niels Florian Jeltsch";"Ebenhaezer";58;1;"2017/03/26";1;"Bare";NA;NA;NA;11;NA;"Tephrosia burchellii";18;30;"58-1-Bare-11";3;0,897
